"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Antigua and Barbuda","ATG","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","381.07594578","409.31157712","406.65590993","433.36167772","424.43428157","489.88713267","544.88554415","597.09088282","676.57166045","617.84662524","672.80013318","683.55999912","640.20962358","655.52580409","731.50281732","657.17268964","","",
"Australia","AUS","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1632.42002543","1558.16964966","1763.75317903","2240.97772029","2757.59716147","3004.10299966","3177.4855186","3794.23804483","4088.80427707","3997.50968878","4952.77614737","5876.87848292","6047.020069","5838.38989381","5637.55972074","4934.04741844","","",
"Austria","AUT","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2263.49045728","2280.52042345","2486.12855829","3084.31130688","3552.85224191","3676.05229614","3840.06456842","4422.0483184","4959.17613182","4837.65248297","4724.73846334","5076.30890756","4909.02956507","5161.2154031","5300.55248001","4536.07743684","","",
"Azerbaijan","AZE","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.90492372","25.71266989","28.02349677","52.14307474","75.45247568","114.76436883","139.81750603","178.683652","221.5992394","267.59660051","287.408308","345.44287365","383.77408663","423.4278918","447.33723336","368.33935268","","",
"Burundi","BDI","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.19021575","8.64978342","7.86931591","6.99647097","9.21569428","14.21934992","17.13622304","17.38334491","18.4239192","22.04855877","26.13816583","25.77428698","21.62524176","22.03444551","20.20157561","24.28560168","","",
"Belgium","BEL","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1843.17621667","1873.98462543","2070.25009504","2794.40956568","3241.84599824","3335.53978668","3465.81849159","3973.79896235","4522.64097983","4519.78560862","4401.46829167","4808.81034151","4556.60949412","4821.57082474","4931.36461655","4228.31494612","","",
"Benin","BEN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.98766801","16.98775602","17.51680298","21.63494784","24.58319825","24.23577888","25.52852308","27.96653655","30.3145421","30.66187362","31.14833493","35.04895274","39.0939749","35.75758336","34.40215717","31.29439157","","",
"Burkina Faso","BFA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.52564316","7.70797987","8.71375206","11.74841644","17.61220904","18.08619955","21.3547242","27.96674999","29.78364972","31.59088375","33.91081732","34.68530369","32.97102135","43.01057125","39.55127795","33.44341877","","",
"Bangladesh","BGD","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.30501829","8.11180565","9.05813236","9.96350615","10.74730592","11.25134349","11.95842439","13.88296064","15.32613642","17.38355544","20.17736083","22.15706873","22.74784885","25.85965612","28.834133","31.84148833","","",
"Bulgaria","BGR","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.49745062","119.82997951","148.14791378","195.74371111","233.11332623","267.74139737","294.10890357","361.23497551","455.54062273","459.30016626","484.75228659","556.57033918","558.42733187","601.04881549","666.40141037","572.04491187","","",
"Bahrain","BHR","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","466.70829073","472.64672374","488.42138593","507.03018128","501.75752569","532.48427056","556.41980821","604.31483932","657.8820722","667.9913484","680.97471882","694.42381931","972.21905627","1065.43837759","1170.96862178","1190.04159217","","",
"Bahamas, The","BHS","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1084.29285978","1091.92274069","1177.395304","1213.00032304","1292.91902048","1372.82117789","1610.93410356","1694.28150779","1720.79523684","1645.73798949","1632.33859525","1644.98810589","1722.93764901","1664.72272294","1635.40213884","1685.46006339","","",
"Bosnia and Herzegovina","BIH","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105.00780357","110.06918275","124.50646675","180.42413221","244.59730514","262.27110481","302.89356543","387.68750927","484.3265834","424.87844403","417.0076166","463.89278539","448.14178123","477.76166278","496.60919366","431.22260851","","",
"Belarus","BLR","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.36072665","73.84975545","86.55201989","109.21336726","141.8443827","197.08180575","222.46560822","279.40172902","349.73474734","284.62813764","306.24476387","293.97037666","357.35761791","444.17926194","437.0459612","351.82492621","","",
"Belize","BLZ","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","132.6150557","153.67882298","154.6363756","165.10261398","166.11352272","174.61192626","186.40182186","212.64581595","225.63650319","245.62560324","252.5309445","253.95497005","254.380976","272.12198669","280.83596536","301.19648605","","",
"Bermuda","BMU","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.53687792","45.34018797","43.83700554","47.06445583","46.93883208","51.92928","56.56339481","64.15421131","78.69588916","90.27778775","100.97514854","120.38792238","135.57696592","162.86169793","180.48128147","197.25876865","","",
"Brazil","BRA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","313.06758731","269.96139125","246.20495966","250.98637316","296.00908844","383.61886322","484.00182278","600.40866028","704.90575712","719.96152713","894.94141894","1029.31139719","960.78378041","975.93540495","1014.09210495","780.39598216","","",
"Barbados","BRB","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","604.82897837","624.09473288","671.96196276","791.1924659","855.39993191","897.01081596","974.18241795","1028.67609314","1123.13017478","1153.93305528","1102.69409532","1149.94105992","1280.28836763","1261.48632734","1179.6205564","1160.1541884","","",
"Brunei Darussalam","BRN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","508.43238975","464.6770472","473.11130474","535.13197482","619.13193023","646.08235337","654.71319119","702.8585439","788.96677185","741.55420187","803.49381215","876.43403696","881.99773601","946.05381469","898.9980609","812.21175713","","",
"Bhutan","BTN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.73610558","32.57503485","32.4566652","36.64366602","40.77033273","41.90013382","43.98585425","55.11821216","53.68032253","57.56279329","69.29039265","74.03349823","77.02172546","78.58963677","79.88904201","91.11436398","","",
"Botswana","BWA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","194.81464911","206.04327115","144.96820086","240.82755886","304.96469725","281.2780255","269.24099846","300.14931126","321.45602757","349.81400746","380.96642295","471.45818324","498.65686686","378.02302445","397.57059237","389.37098204","","",
"Central African Republic","CAF","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.54768307","7.97461998","8.69806333","11.94544469","12.10751486","14.67966694","14.68082033","19.45481919","19.97869847","19.67778971","16.96249566","18.87130974","17.75130354","14.82515095","17.75450822","16.63966262","","",
"Canada","CAN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1998.63443292","2054.40879919","2150.88691435","2551.52221795","2913.39490187","3282.90479512","3710.0063729","4125.38937233","4389.2633467","4290.85127325","4987.5486815","5292.44191414","5343.61215956","5286.74090293","5028.98233268","4507.55051893","","",
"Central Europe and the Baltics","CEB","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","222.340122360666","254.026613090429","300.6384315715","375.872541532788","450.962171924853","526.613922607341","585.621483456937","737.573079790206","935.570994608619","848.416892186561","860.791817792499","912.493187311799","856.766287419033","928.334905193514","939.99674779753","817.558838306491","","",
"Switzerland","CHE","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3540.84922594","3748.48438939","4190.45386099","5001.94165049","5570.17686475","5636.56404437","5642.65398351","6125.98528823","7103.95739447","7276.69138192","8018.76000214","9568.20013479","9278.12438385","9679.66370192","10005.46204656","9817.9851538","","",
"Channel Islands","CHI","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","358.82542876","328.6389671","324.32386931","351.09792707","428.61920579","501.75069959","572.41641475","650.07418797","726.71574439","738.46034473","871.26344206","995.83834615","1083.46157871","1173.17520771","1127.96440619","1101.96365192","","",
"China","CHN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.50947428","45.32751656","51.71284087","58.34493844","65.97610747","75.00831176","86.82500053","106.77772364","145.77917838","174.38565409","198.87478808","254.09195209","298.70895705","339.06080848","376.1940122","425.63329415","","",
"Cote d'Ivoire","CIV","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.4305262","31.86389533","31.83391767","40.22798497","47.96119368","49.87142465","55.25847527","66.68604235","76.0630344","75.7871072","74.97885684","73.44966459","75.29444006","72.23057388","79.05314337","75.45261707","","",
"Cameroon","CMR","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.29117421","27.67918869","31.32293085","38.89506822","41.6311147","42.66516151","44.36485256","50.578296","61.45114496","57.96943368","58.96177642","48.59146001","62.70305079","67.26609211","71.24243367","63.62799174","","",
"Congo, Dem. Rep.","COD","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.44459166","5.89784984","4.48728464","5.35605248","6.21089414","6.59235351","7.95075069","9.26551444","12.29462469","15.21632219","12.85738813","12.57953724","14.25106851","16.33662202","19.38299664","19.7532499","","",
"Congo, Rep.","COG","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.90870229","20.02143754","16.63050839","21.11861112","27.14760651","30.70922799","35.8638353","41.95578521","63.13312929","48.7714623","55.44844074","60.71307946","59.08957101","71.24036691","70.95479285","58.7927279","","",
"Colombia","COL","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","135.33445092","133.18031978","125.27916649","125.29933001","139.91481968","185.261659","212.66205366","268.18755327","327.64064874","329.12683771","384.04702232","429.47240213","481.17888515","482.96442417","506.67599133","374.23638765","","",
"Comoros","COM","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.55098359","43.34986268","48.34568019","57.58206826","62.89913707","62.56691292","62.71839681","68.06268799","72.44776337","68.0942905","67.2999094","78.60987516","65.38420946","69.15467698","68.62466465","58.54066223","","",
"Cabo Verde","CPV","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.06092816","65.92455681","71.45998689","87.17354207","95.70651912","98.19826578","115.50138485","130.37399108","130.386507","133.70133912","148.26807282","158.02204942","157.90455987","156.75589394","177.11177388","145.82593282","","",
"Costa Rica","CRI","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","249.12867013","255.56165913","279.22562222","291.06165375","294.03573221","314.25720147","365.47673049","430.12649568","518.63212009","536.97049312","663.86061061","775.56773306","812.12939749","876.64845941","868.31145011","929.11497446","","",
"Caribbean small states","CSS","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","248.871751238969","248.614174259202","266.057483103682","286.596189337943","317.245340932091","351.190705306156","382.531869767831","440.08566762137","496.07718042843","482.413289127155","484.538745347305","521.771550320098","546.569766486244","570.21983732614","565.774261245434","591.793036673841","","",
"Cuba","CUB","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","751.07733246","782.59857294","890.52353777","1123.60992616","1258.17963519","1328.41276517","1432.18285791","1641.70149643","2156.66028697","2105.02250692","1958.80212713","2153.40231376","1942.21770766","1920.27097696","1847.5536228","1563.31981979","","",
"Czech Republic","CZE","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","342.92104924","388.54401981","497.74202265","640.66041757","746.32894962","852.65246739","942.11803475","1110.17662174","1449.33682412","1442.24278483","1373.93174869","1516.5554912","1387.40604424","1554.50899523","1512.92618596","1284.04679839","","",
"Germany","DEU","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2355.46583039","2363.12079458","2579.95804144","3182.55353852","3506.32086144","3614.69389038","3746.15611042","4240.49798236","4730.12303672","4742.252717","4696.73770235","5030.80525087","4761.25331523","5103.48654818","5293.38448358","4591.84609594","","",
"Djibouti","DJI","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.95798485","31.05513472","40.23333283","46.17570544","40.33253296","40.95962225","47.2321709","50.20168062","53.53124443","54.72465582","55.47851004","67.80436579","71.15094622","66.52605361","72.04343175","81.72909389","","",
"Dominica","DMA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","225.42709664","227.28263491","227.84284306","229.17515343","229.91711301","240.6906619","255.06945013","282.11524","299.66905208","340.33509708","349.85665257","324.24725509","363.12347177","354.48120411","374.74812876","383.65013062","","",
"Denmark","DNK","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2496.04724147","2602.64299108","2895.80722737","3607.04300494","4194.87316429","4442.75526669","4778.89167269","5468.37913061","6137.77617168","6221.68925524","6036.21556813","6308.08749452","6020.1801056","6262.78019798","6424.43198292","5497.39154311","","",
"Dominican Republic","DOM","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","115.39918706","120.91133524","125.0309686","95.48890155","104.7216143","167.37271248","161.65241691","193.80767106","233.67806801","250.35341801","299.65610197","326.62454505","351.53943987","356.898662","376.64217244","396.69252242","","",
"Algeria","DZA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.30289032","66.50473274","66.17266498","75.41760422","92.11506564","100.29415156","116.2412296","150.37978239","206.11305037","207.34602105","228.39954356","286.15198581","333.9365052","330.22337212","357.8989427","291.63589757","","",
"East Asia & Pacific (excluding high income)","EAP","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38.0508475368343","40.0555040452884","45.2328209379365","51.5881387547909","57.8343486468676","66.4167859319147","77.6424404572718","95.0349502076807","124.929542575513","145.309896400329","170.105594433768","212.491304420126","246.14400541886","274.56941020735","300.748498316276","332.424880429796","","",
"Early-demographic dividend","EAR","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.9056555721951","62.3144333825584","59.0471135844878","66.4317143697538","75.0189570853523","85.6810091795815","94.8208662995201","109.862741133695","121.296546268452","122.004413255218","141.442437671314","154.055173647725","159.235909258443","165.037700024318","168.02803349678","169.5356572105","","",
"East Asia & Pacific","EAS","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","239.245722258671","223.295733044273","225.893202535561","253.839269540831","280.574683861043","294.958050111381","302.814426770496","329.50984547095","383.742716999721","428.104531850688","489.353907149849","600.939236601012","640.832347867292","616.066515477775","627.80468089478","626.077559336493","","",
"Europe & Central Asia (excluding high income)","ECA","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.7883370460917","95.069940766981","114.32516782648","142.821369662554","182.104780807871","230.477289804076","281.442802254309","358.572891515808","445.565960765811","385.402609580924","419.037720775232","468.716160088519","504.410936907936","543.132158767239","504.743994794774","391.362616365509","","",
"Europe & Central Asia","ECS","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","909.358233913529","940.913806812416","1058.31926146992","1319.49492734962","1530.22629698253","1632.85204406271","1740.34779910764","2002.51861172112","2240.63348004874","2147.93241501853","2138.19311734765","2308.02499344911","2216.36395290672","2367.24190300623","2411.08162611654","2089.14037137104","","",
"Ecuador","ECU","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.09148044","71.15252027","97.3524662","132.39260173","150.34760236","168.57611073","190.56649308","210.56002426","259.84964597","282.95842724","350.17932816","405.61499352","477.84547204","518.38889131","555.86696933","530.10836905","","",
"Egypt, Arab Rep.","EGY","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.52476666","71.97563985","67.21645378","52.98259935","53.06534883","62.81664606","70.1809435","77.66156169","95.62693327","104.94460222","111.43534955","123.25961288","143.38037538","140.33245158","153.78876387","156.6371314","","",
"Euro area","EMU","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1740.05695001214","1784.53314269514","1980.0717384876","2488.23580292247","2848.08989095855","2989.74702517541","3134.02663788619","3554.75515666914","4000.17059277637","3926.84990124761","3822.20794626047","4060.81993218559","3799.19955709209","3985.13051439291","4069.20385727035","3487.11527571898","","",
"Eritrea","ERI","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.75298588","11.39219637","11.06394858","13.21901886","15.59273736","14.70170452","15.76282674","12.96315869","15.20761491","17.23056192","17.70877475","19.76122366","22.45524332","24.20024689","27.92305168","30.93640001","","",
"Spain","ESP","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1002.7870268","1044.13696078","1169.05998715","1632.52686395","1915.3798965","2051.79026285","2228.206706","2588.51353807","2967.67667166","2914.03207086","2778.44419117","2898.89692968","2588.95591151","2628.49906282","2686.9201889","2353.92604772","","",
"Estonia","EST","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","210.35264887","215.41565929","251.23563386","350.49950581","450.73703607","512.26011513","619.80164167","833.84270681","1039.61958075","963.94692572","927.70964907","1016.32672425","1015.25138105","1146.17786283","1238.46673344","1112.00926866","","",
"Ethiopia","ETH","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.35950235","5.57839031","5.22523176","5.79413748","5.83911977","6.62058351","8.17550859","11.45837213","13.40835723","14.80748258","16.79140775","15.26548301","20.87776231","20.07690426","22.50598448","24.27819125","","",
"European Union","EUU","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1454.39938994647","1501.33298406523","1678.36063699718","2096.18214598502","2422.2901921987","2559.00378404008","2704.32452773329","3090.41949884716","3422.10542568818","3308.0880410396","3252.47746127587","3484.26452829696","3300.75064725583","3535.09356110645","3644.07921406318","3183.83898342613","","",
"Fragile and conflict affected situations","FCS","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.9002036238534","27.7568577372854","25.6234066770276","28.122303109859","32.8422224735987","35.0584014696524","40.3232729362451","50.6450612141145","58.5356151330133","63.6538324796543","64.6957746741603","67.3560804203397","63.8265869942903","68.2488092692921","74.478890935861","73.284237423494","","",
"Finland","FIN","Current health expenditure per capita (current US$)","SH.XPD.CHEX.PC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1658.07228213","1740.24073261","1974.78063983","2514.54278822","2932.34778844","3116.65068433","3291.34243186","3778.90545971","4317.16526933","4178.95568295","4097.55197179","4545.19893821","4405.44262765","4711.65965808","4731.91170881","4005.48323454","","",
